il_ADI,ilce_ADI,orig_name,normalized,n_sandik,gecerli_oy_toplam,ABDULCELİL GÜLAP,AHMET ÇÖRDÜK,AK PARTİ,ALİ RIZA KANSIZ,AYSEL TEKEREK,BTP,BURAK KADIOĞLU,BURHAN EROL,CHP,DOĞAN DUMAN,DP,DSP,DURSUNALİ BACIOĞLU,FATMA RAGİBE KANIKURU LOĞOĞLU,GÜLDES ÖNKOYUN,HALEF ALP,HASAN ATASOY TORUN,HAZER ORUÇ KAYA,HÜSEYİN KARABULUT,LÜTFÜ YILMAZ,MEHMET CELAL BAYKARA,MEHMET YILDIZ,MEMET ALİ AYDOĞMUŞ,MUHAMMET ALİ CANCA,ORUÇ KARACIK,SAADET,SEÇKİN İLKER,TKP,VATAN PARTİSİ,VEDAT ÖZTÜRK,ÖZGE AKMAN,ÖZKAN MUSTAFA KÜÇÜKKURAL
İSTANBUL,PENDİK,AHMET YESEVİ MAH.,AHMET YESEVİ,53,14395,0.007236136191149146,0.00390625,25.572589742315326,0.0,0.010817805383022775,0.1221116311389792,0.0,0.003663003663003663,26.283744521059987,0.0072083538977063145,0.10036635238317236,0.12569324168801607,0.0,0.0,0.007233296709046199,0.0034965034965034965,0.0072203107079553755,0.0035335689045936395,0.007195734327276492,0.003436426116838488,0.0,0.0074090335327369515,0.0,0.0,0.0,0.6114745752196862,0.0,0.01816131896777058,0.08223215690349078,0.0,0.011270037393740813,0.0
İSTANBUL,PENDİK,BAHÇELİEVLER MAH.,BAHÇELİEVLER,28,7651,0.0,0.0,12.941656788653303,0.0,0.010860329261816251,0.09596958580528503,0.003472222222222222,0.0,14.283519190832566,0.011511680840618247,0.06005729117443189,0.044188691019886095,0.0038022813688212928,0.003663003663003663,0.0,0.0,0.0,0.0,0.0036101083032490976,0.01091644204851752,0.0,0.007492318269190296,0.0,0.013705694878493149,0.0,0.42557241166388804,0.0,0.0034129692832764505,0.07304289142065185,0.0,0.0035460992907801418,0.0
İSTANBUL,PENDİK,BALLICA MAH.,BALLICA,2,485,0.0,0.0,1.2104922940836254,0.0,0.0,0.008097165991902834,0.0,0.0,0.7358044432347839,0.0,0.0,0.004048582995951417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025056986357295957,0.0,0.0,0.016500527336440647,0.0,0.0,0.0
İSTANBUL,PENDİK,BATI MAH.,BATI,33,8987,0.0,0.0,9.458662704072403,0.0,0.0,0.11665797288922061,0.0,0.0,22.850136016351982,0.003875968992248062,0.04393570120214268,0.07962546593895278,0.0069699950214321274,0.0,0.0,0.0,0.007957685324070419,0.0036231884057971015,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.2598535479863884,0.0,0.044001792051658495,0.11700708941547107,0.0,0.0035087719298245615,0.0
İSTANBUL,PENDİK,DOĞU MAH.,DOĞU,35,9629,0.0,0.0,14.307239831771268,0.0,0.0033783783783783786,0.10022028819234581,0.0035460992907801418,0.007092287765803604,19.724698884417133,0.010575909739011841,0.07861075469782006,0.05896291596395504,0.0,0.0035460992907801418,0.0035714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0033783783783783786,0.5902225838828844,0.0,0.02206253033016721,0.0687592654693344,0.0035335689045936395,0.0070672260513435226,0.0
İSTANBUL,PENDİK,DUMLUPINAR MAH.,DUMLUPINAR,52,14598,0.0,0.0,33.64096463796044,0.0034602076124567475,0.0,0.13308355627778487,0.0033783783783783786,0.0036231884057971015,16.957967170257813,0.003401360544217687,0.08509250032401092,0.1859758853521223,0.0,0.0,0.0,0.0,0.0,0.006872852233676976,0.003472222222222222,0.00690864833906071,0.0,0.0,0.0,0.0,0.0,0.7839657197112674,0.007651568352059926,0.052376587458023365,0.09369468285219172,0.0,0.028110833718482255,0.0
İSTANBUL,PENDİK,EMİRLİ MAH.,EMİRLİ,1,177,0.0,0.0,0.6384180790960452,0.0,0.0,0.005649717514124294,0.0,0.0,0.3446327683615819,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.0,0.0,0.0,0.0,0.0,0.0
İSTANBUL,PENDİK,ERTUĞRUL GAZİ MAH.,ERTUĞRUL GAZİ,30,8331,0.0,0.0,16.13898369293961,0.0,0.0032679738562091504,0.08171058012212788,0.0,0.006736756149841788,13.195743347917741,0.0,0.08609262707580832,0.09767341754081936,0.0,0.0,0.0033003300330033004,0.0,0.0,0.0,0.0,0.0035587188612099642,0.0,0.007373709940249864,0.0,0.0,0.0,0.27573437153436947,0.0,0.05031111182523784,0.04951336220377167,0.0,0.0,0.0
İSTANBUL,PENDİK,ESENLER MAH.,ESENLER,63,17635,0.0037313432835820895,0.010601059695628166,42.89886542334414,0.0,0.0035460992907801418,0.19377736999255785,0.0,0.0,18.42610755104214,0.010859576230600965,0.14634396157529497,0.10627744618867267,0.0,0.003355704697986577,0.003367003367003367,0.0,0.0034965034965034965,0.007092287765803604,0.0075049281892424664,0.010626650929142032,0.0,0.007388222464558342,0.0,0.007350362797723411,0.0,1.0330631686935765,0.0,0.04269600250356217,0.04887329317017619,0.014437121918860447,0.010638919362463098,0.0
İSTANBUL,PENDİK,ESENYALI MAH.,ESENYALI,28,7609,0.0,0.003663003663003663,18.92234629246069,0.0,0.0035842293906810036,0.07414978656246515,0.003676470588235294,0.0,8.324604943883587,0.0037174721189591076,0.05825284952679789,0.07683855086677338,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.003875968992248062,0.004,0.0,0.44680919327347923,0.0,0.0222029020709415,0.03355660932507539,0.0036231884057971015,0.011098538871263497,0.0
İSTANBUL,PENDİK,FATİH MAH.,FATİH,41,11278,0.0,0.0,24.933945511683746,0.0,0.022228164508171444,0.1513671258295613,0.00390625,0.0,14.970859812435485,0.0034965034965034965,0.07400843523300679,0.13773958171459677,0.0,0.0,0.0,0.003787878787878788,0.0,0.0,0.0,0.003745318352059925,0.0,0.0,0.0035460992907801418,0.0,0.0,0.5821078553328535,0.0,0.02901027170723962,0.06916358993527923,0.0,0.011087601692839278,0.0
İSTANBUL,PENDİK,FEVZİ ÇAKMAK MAH.,FEVZİ ÇAKMAK,74,20925,0.0,0.003436426116838488,52.42282325975113,0.0,0.0,0.25582555868580975,0.0,0.003484320557491289,19.194134815599025,0.01764547755902904,0.14806935417498476,0.14996513668501968,0.0,0.0,0.0,0.0035971223021582736,0.0034965034965034965,0.0,0.0034965034965034965,0.017848050997950927,0.01048951048951049,0.0033003300330033004,0.0,0.003663003663003663,0.0,1.591524616160858,0.0,0.042667106690294304,0.09996643636735292,0.0,0.024566467173539927,0.0
İSTANBUL,PENDİK,GÖÇBEYLİ MAH.,GÖÇBEYLİ,3,928,0.0,0.0,2.2578128183560406,0.0,0.0,0.006462862035122889,0.0,0.0,0.6873335932385713,0.0,0.012862268267212588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022675819710102265,0.0,0.003194888178913738,0.006389776357827476,0.0,0.0032679738562091504,0.0
İSTANBUL,PENDİK,GÜLLÜ BAĞLAR MAH.,GÜLLÜ BAĞLAR,30,8425,0.0,0.007147324220494952,19.141802453989502,0.0,0.0,0.10816912644446242,0.007142857142857143,0.0,10.075755167703175,0.003367003367003367,0.053560782319277224,0.11000331761116598,0.0,0.0,0.0,0.0,0.007055749128919861,0.0034965034965034965,0.0,0.003401360544217687,0.0,0.003484320557491289,0.0,0.0,0.0,0.4186717177571753,0.0034965034965034965,0.018051641588815833,0.024447163507779,0.0,0.007462686567164179,0.003484320557491289
İSTANBUL,PENDİK,GÜZELYALI MAH.,GÜZELYALI,69,19302,0.003816793893129771,0.0,39.58638929921284,0.0,0.011079956125906716,0.24806141756111616,0.0,0.007215663841073378,27.397777083558402,0.007696406370256349,0.15677249712379127,0.1614084930314008,0.0,0.0,0.0,0.0,0.0034482758620689655,0.0,0.007417582417582417,0.0,0.0,0.010715105779271308,0.0,0.0036900369003690036,0.0036101083032490976,1.2069247347224086,0.0,0.0648314546502218,0.1012082014474783,0.0,0.017936889199430425,0.0
İSTANBUL,PENDİK,HARMANDERE MAH.,HARMANDERE,16,4398,0.0,0.0,6.317390767742309,0.0,0.01100257621296694,0.06148603447508054,0.0,0.0,9.274962423259664,0.007220216606498195,0.0293882920572114,0.03306054565970693,0.0,0.0036363636363636364,0.0036101083032490976,0.0,0.0,0.0,0.0038461538461538464,0.003676470588235294,0.0,0.0,0.0,0.0036101083032490976,0.0,0.18881837451322908,0.0,0.021806643721490694,0.03648492107459281,0.0,0.0,0.0
İSTANBUL,PENDİK,KARTAL H TİPİ KAPALI CEZA İNFAZ KURUMU,KARTAL H TİPİ KAPALI CEZA İNFAZ KURUMU,1,29,0.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
İSTANBUL,PENDİK,KAVAKPINAR MAH.,KAVAKPINAR,116,32571,0.003484320557491289,0.003472222222222222,69.18219526150811,0.014542990972272166,0.024923046757607675,0.35931827548007894,0.007533624652403382,0.0,43.85206513880009,0.003436426116838488,0.26273570628817416,0.33601404488923264,0.0,0.007547169811320755,0.007380174291938998,0.0036101083032490976,0.0035087719298245615,0.0,0.0071685508735868445,0.007307153810254017,0.0035971223021582736,0.0,0.0,0.010709867929845001,0.0,1.673020029721387,0.006957047791893527,0.027721257563595378,0.1601422504004135,0.010375409131484114,0.014237690898180149,0.006996336996336996
İSTANBUL,PENDİK,KAYNARCA MAH.,KAYNARCA,99,27509,0.0034965034965034965,0.003389830508474576,57.15702531303596,0.006944444444444444,0.01442587394619001,0.4068059929887192,0.0036363636363636364,0.0,38.99169832621634,0.014573363956158967,0.14193938464583392,0.2554500192156055,0.004149377593360996,0.0071206841938549256,0.0036363636363636364,0.0,0.007156000817828665,0.003355704697986577,0.007454606030318174,0.018105670586446132,0.010857620640229337,0.007056451612903226,0.0,0.0,0.0,1.5744218083668267,0.0,0.08550473351041055,0.2429292905631426,0.010669912055360397,0.018196359604377838,0.0
İSTANBUL,PENDİK,KURNA MAH.,KURNA,3,701,0.0,0.0,1.8194430324936932,0.0,0.0,0.00881057268722467,0.0,0.0,1.0726721638615913,0.0,0.02592953424451222,0.00881057268722467,0.0,0.0,0.0,0.0,0.0,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0382728077111337,0.0,0.004405286343612335,0.01725074362739561,0.0,0.0,0.0
İSTANBUL,PENDİK,KURTDOĞMUŞ MAH.,KURTDOĞMUŞ,2,451,0.0,0.0,1.1993583687608251,0.0,0.0,0.004310344827586207,0.0,0.0,0.7613367973547472,0.0,0.004310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.008876554873248307,0.0045662100456621,0.0,0.0,0.0
İSTANBUL,PENDİK,KURTKÖY MAH.,KURTKÖY,64,17366,0.0,0.0037174721189591076,36.14346060142708,0.0035714285714285713,0.010936115629256424,0.2558597609883008,0.0,0.0038461538461538464,25.992146701183305,0.0,0.12647574761525396,0.19479308798706604,0.0,0.007117527862208713,0.0,0.003663003663003663,0.003676470588235294,0.0035335689045936395,0.011392551468887346,0.036364396681278,0.011181619391951496,0.00784422296050203,0.007552483358934972,0.0,0.0,0.9282676861933031,0.0,0.09247222060182456,0.11848388467177128,0.007575757575757576,0.02606753671094095,0.0
İSTANBUL,PENDİK,ORHANGAZİ MAH.,ORHANGAZİ,55,15138,0.0035335689045936395,0.010919809231030007,36.451149087838814,0.0,0.007270088402163874,0.30545498657122055,0.0,0.0,16.853116459777286,0.0036900369003690036,0.0834112140308818,0.15007417358210637,0.0,0.0,0.0,0.0038461538461538464,0.0035460992907801418,0.003787878787878788,0.010668871276020548,0.0038461538461538464,0.0,0.01112528599077649,0.0035714285714285713,0.007174357457860292,0.0037735849056603774,0.9348428966821852,0.0,0.04034188239378237,0.07647708050953368,0.003484320557491289,0.01771304377114994,0.007181536874677669
İSTANBUL,PENDİK,ORTA MAH.,ORTA,13,3562,0.0,0.0,7.826886886969678,0.004166666666666667,0.014654340091788013,0.03638418246555246,0.0035587188612099642,0.0,4.727956175632035,0.0,0.037559804098203635,0.08469292563190293,0.004166666666666667,0.0036101083032490976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22339827018941286,0.0,0.014479764349269156,0.007194616977225673,0.0038910505836575876,0.0073998225134821495,0.0
İSTANBUL,PENDİK,RAMAZANOĞLU MAH.,RAMAZANOĞLU,6,1698,0.0,0.0,2.795560355823858,0.0,0.003436426116838488,0.01060759962438334,0.0,0.0,3.056745676804277,0.003787878787878788,0.010285821516953427,0.007477915688247792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09808047145608641,0.0,0.0034129692832764505,0.010604884898200495,0.0,0.0,0.0
İSTANBUL,PENDİK,SANAYİ MAH.,SANAYİ,7,2046,0.0,0.0,3.498937849164906,0.0,0.0,0.003484320557491289,0.0,0.0,3.236428141855648,0.0,0.01695259312246121,0.03481225059985113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.1751829407280871,0.0,0.006745535206461153,0.020605044840599388,0.0,0.003484320557491289,0.0
İSTANBUL,PENDİK,SAPAN BAĞLARI MAH.,SAPAN BAĞLARI,25,7046,0.0,0.0071685508735868445,9.870635899936435,0.0,0.0,0.05290982949616507,0.0,0.0,14.583047547029889,0.0034602076124567475,0.03511620404328991,0.08580472329352082,0.0,0.0,0.0,0.0,0.0035714285714285713,0.0,0.0,0.0,0.0,0.007397095752811443,0.0035587188612099642,0.0,0.0035211267605633804,0.26937173870852793,0.003816793893129771,0.0212742829693073,0.04194875644486786,0.0,0.007397095752811443,0.0
İSTANBUL,PENDİK,SÜLÜNTEPE MAH.,SÜLÜNTEPE,47,13115,0.003472222222222222,0.0,23.044427586677706,0.0,0.006791191052692263,0.12955239336257102,0.0,0.0036363636363636364,22.72459052509212,0.0,0.11577719578587709,0.1400246055806633,0.0035587188612099642,0.0035971223021582736,0.0,0.0,0.0,0.0,0.0,0.003663003663003663,0.0,0.0037174721189591076,0.0,0.0,0.0,0.681380362841785,0.0,0.048066895941635976,0.07285366950716667,0.0,0.011073877460738775,0.003816793893129771
İSTANBUL,PENDİK,VELİBABA MAH.,VELİBABA,74,20161,0.0,0.003663003663003663,47.49754451626468,0.0,0.0037735849056603774,0.25510413870635634,0.007366507488604297,0.0034129692832764505,24.723748588401126,0.007366507488604297,0.10974092869510324,0.19135258488098375,0.003816793893129771,0.003663003663003663,0.0,0.0,0.014422063585165687,0.0,0.0,0.0,0.0037174721189591076,0.0036900369003690036,0.0,0.0035335689045936395,0.007092555331991952,0.9437386337053084,0.0,0.0657544490883666,0.11402418269300736,0.0074211758226628115,0.02605273451604514,0.0
İSTANBUL,PENDİK,YAYALAR MAH.,YAYALAR,25,6794,0.0,0.0,13.233035992611946,0.0,0.0,0.06878981323626282,0.003816793893129771,0.0,10.974869513306668,0.010565713584488894,0.04761615293252576,0.09914925968709586,0.0,0.0036101083032490976,0.0035714285714285713,0.0,0.0035842293906810036,0.0,0.004201680672268907,0.0,0.015387389553405061,0.0,0.0036363636363636364,0.0035714285714285713,0.003937007874015748,0.45041519627447996,0.0,0.021997448641639758,0.037290057953080366,0.0035460992907801418,0.003663003663003663,0.003745318352059925
İSTANBUL,PENDİK,YENİ MAH.,YENİ,35,9751,0.0,0.0071247464503042595,12.107520628350592,0.0,0.007042253521126761,0.08697978909479438,0.006981844766662605,0.0,22.089908145412604,0.01060070671378092,0.036531817057147746,0.10466920083776791,0.0,0.0,0.007272823442293451,0.0,0.0,0.0,0.0,0.010684153542216523,0.0,0.0035842293906810036,0.0,0.0,0.0,0.3705183127268517,0.0,0.049858804821374385,0.07921868172673148,0.010747545935061666,0.010756316210008639,0.0
İSTANBUL,PENDİK,YENİŞEHİR MAH.,YENİŞEHİR,121,32016,0.011811503714492893,0.01098581164120116,44.507443664482224,0.0,0.03434600613613378,0.3804374066544822,0.007980795217882069,0.015493824641214689,73.34943686443643,0.04148375786279397,0.1947180510940932,0.27923503513061954,0.007194616977225673,0.0036496350364963502,0.003401360544217687,0.0,0.00816326530612245,0.007648435214975139,0.0,0.02284774228272176,0.01955148309905704,0.0,0.0,0.011268006193185113,0.004048582995951417,1.5349805926863145,0.004149377593360996,0.22923689033972422,0.2552157516792704,0.010863210863210864,0.0444083281766085,0.0
İSTANBUL,PENDİK,YEŞİLBAĞLAR MAH.,YEŞİLBAĞLAR,13,3807,0.0,0.0,5.470001751208058,0.0,0.0,0.013511098402258998,0.0,0.0,7.26058976667697,0.0,0.03133153599079132,0.02443108597469649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033112582781456954,0.0,0.14852154242220195,0.0,0.013510348872908277,0.02450875673334635,0.0035460992907801418,0.006736756149841788,0.0
İSTANBUL,PENDİK,ÇAMLIK MAH.,ÇAMLIK,31,8757,0.0,0.0,16.283056569798685,0.0,0.0036363636363636364,0.12006070072243431,0.003436426116838488,0.0,13.507518462365049,0.02473526843993527,0.05353971227477631,0.03534524645813992,0.0,0.003389830508474576,0.0,0.0,0.0,0.0,0.0035335689045936395,0.06408873470513125,0.0,0.0,0.0,0.0,0.0,0.7906551287323245,0.0,0.03533798764680572,0.06814487292988598,0.0035211267605633804,0.0,0.0
İSTANBUL,PENDİK,ÇAMÇEŞME MAH.,ÇAMÇEŞME,63,17810,0.0,0.00693993408866758,45.25372968009246,0.014500061342166606,0.003472222222222222,0.19078378431692342,0.010501589653838789,0.0036363636363636364,15.895191556637704,0.024141725398094588,0.13070589052601145,0.1837627026255133,0.0,0.0,0.00392156862745098,0.003367003367003367,0.0,0.0034129692832764505,0.003367003367003367,0.0033222591362126247,0.0,0.0,0.0,0.007069344524380496,0.0034129692832764505,1.147094044840178,0.0,0.036026022354335316,0.04265419854113662,0.0070570402673723704,0.018008497240953106,0.00392156862745098
İSTANBUL,PENDİK,ÇINARDERE MAH.,ÇINARDERE,42,11098,0.0,0.0037174721189591076,24.533250987275895,0.008037862987325525,0.02222993843536693,0.17388363172462865,0.0,0.0,16.28468904538437,0.010741833618056633,0.1140897316687968,0.13954466743902166,0.0,0.0073138120069528014,0.0,0.0077415112386417986,0.0,0.0,0.0036363636363636364,0.0,0.008002048524422253,0.0037593984962406013,0.0,0.0036363636363636364,0.007533624652403382,0.5095798275230407,0.0035460992907801418,0.05783109131605688,0.08147193937709432,0.007627044774384752,0.004347826086956522,0.003787878787878788
İSTANBUL,PENDİK,ŞEYHLİ MAH.,ŞEYHLİ,36,9897,0.0,0.00423728813559322,21.657350920235782,0.0037174721189591076,0.0,0.11889412921179168,0.0,0.0,13.170837480331395,0.0037735849056603774,0.0696484115505766,0.12307552460862939,0.0,0.007254090281884487,0.0,0.0,0.0036900369003690036,0.0,0.0,0.017775081288069424,0.0,0.0036900369003690036,0.0,0.003745318352059925,0.0,0.7339964330273143,0.0,0.014421727752018894,0.056742219886700446,0.0,0.007150244512825751,0.0
